Unnamed: 0,Content ID,Reaction Type,Datetime,Content Type,Category,Sentiment,Score,POSITIVE SCORE,NEGATIVE SCORE,POLARITY SCORE,SUBJECTIVITY SCORE,AVG SENTENCE LENGTH,PERCENTAGE OF COMPLEX WORDS,FOG INDEX,AVG NUMBER OF WORDS PER SENTENCE,COMPLEX WORD COUNT,WORD COUNT,SYLLABLE PER WORD,PERSONAL PRONOUNS,AVG WORD LENGTH
41,97522e57-d9ab-4bd6-97bf-c24d952602d2,interested,14/7/20 5:28,photo,studying,positive,30,1.0,0.0,0.4019,0.4019,1.0,100.0,40.400000000000006,1.0,1.0,1.0,4.0,0.0,10.0
42,97522e57-d9ab-4bd6-97bf-c24d952602d2,indifferent,23/8/20 10:30,photo,studying,neutral,20,0.0,1.0,-0.2023,-0.2023,1.0,100.0,40.400000000000006,1.0,1.0,1.0,4.0,0.0,11.0
43,97522e57-d9ab-4bd6-97bf-c24d952602d2,worried,10/5/21 9:27,photo,studying,negative,12,0.0,1.0,-0.296,-0.296,1.0,0.0,0.4,1.0,0.0,1.0,2.0,0.0,7.0
44,97522e57-d9ab-4bd6-97bf-c24d952602d2,hate,15/3/21 3:59,photo,studying,negative,5,0.0,1.0,-0.5719,-0.5719,1.0,0.0,0.4,1.0,0.0,1.0,1.0,0.0,4.0
45,9f737e0a-3cdd-4d29-9d24-753f4e3be810,dislike,25/6/20 17:01,photo,healthy eating,negative,10,0.0,1.0,-0.3818,-0.3818,1.0,0.0,0.4,1.0,0.0,1.0,2.0,0.0,7.0
46,9f737e0a-3cdd-4d29-9d24-753f4e3be810,intrigued,13/9/20 0:11,photo,healthy eating,positive,45,0.0,0.0,0.0,0.0,1.0,0.0,0.4,1.0,0.0,1.0,2.0,0.0,9.0
47,9f737e0a-3cdd-4d29-9d24-753f4e3be810,peeking,20/8/20 18:17,photo,healthy eating,neutral,35,0.0,0.0,0.0,0.0,1.0,0.0,0.4,1.0,0.0,1.0,2.0,0.0,7.0
48,9f737e0a-3cdd-4d29-9d24-753f4e3be810,scared,11/2/21 4:53,photo,healthy eating,negative,15,0.0,1.0,-0.4404,-0.4404,1.0,0.0,0.4,1.0,0.0,1.0,1.0,0.0,6.0
49,9f737e0a-3cdd-4d29-9d24-753f4e3be810,hate,8/3/21 10:40,photo,healthy eating,negative,5,0.0,1.0,-0.5719,-0.5719,1.0,0.0,0.4,1.0,0.0,1.0,1.0,0.0,4.0
50,9f737e0a-3cdd-4d29-9d24-753f4e3be810,disgust,28/3/21 21:15,photo,healthy eating,negative,0,0.0,1.0,-0.5994,-0.5994,1.0,0.0,0.4,1.0,0.0,1.0,2.0,0.0,7.0
51,9f737e0a-3cdd-4d29-9d24-753f4e3be810,hate,25/5/21 1:00,photo,healthy eating,negative,5,0.0,1.0,-0.5719,-0.5719,1.0,0.0,0.4,1.0,0.0,1.0,1.0,0.0,4.0
52,9f737e0a-3cdd-4d29-9d24-753f4e3be810,like,15/3/21 12:17,photo,healthy eating,positive,50,1.0,0.0,0.3612,0.3612,1.0,0.0,0.4,1.0,0.0,1.0,1.0,0.0,4.0
53,9f737e0a-3cdd-4d29-9d24-753f4e3be810,love,5/5/21 16:26,photo,healthy eating,positive,65,1.0,0.0,0.6369,0.6369,1.0,0.0,0.4,1.0,0.0,1.0,1.0,0.0,4.0
54,9f737e0a-3cdd-4d29-9d24-753f4e3be810,love,31/8/20 0:21,photo,healthy eating,positive,65,1.0,0.0,0.6369,0.6369,1.0,0.0,0.4,1.0,0.0,1.0,1.0,0.0,4.0
55,9f737e0a-3cdd-4d29-9d24-753f4e3be810,heart,16/6/21 3:02,photo,healthy eating,positive,60,0.0,0.0,0.0,0.0,1.0,0.0,0.4,1.0,0.0,1.0,1.0,0.0,5.0
56,9f737e0a-3cdd-4d29-9d24-753f4e3be810,indifferent,7/7/20 10:52,photo,healthy eating,neutral,20,0.0,1.0,-0.2023,-0.2023,1.0,100.0,40.400000000000006,1.0,1.0,1.0,4.0,0.0,11.0
57,9f737e0a-3cdd-4d29-9d24-753f4e3be810,peeking,20/8/20 7:59,photo,healthy eating,neutral,35,0.0,0.0,0.0,0.0,1.0,0.0,0.4,1.0,0.0,1.0,2.0,0.0,7.0
58,9f737e0a-3cdd-4d29-9d24-753f4e3be810,love,23/9/20 11:15,photo,healthy eating,positive,65,1.0,0.0,0.6369,0.6369,1.0,0.0,0.4,1.0,0.0,1.0,1.0,0.0,4.0
59,9f737e0a-3cdd-4d29-9d24-753f4e3be810,like,24/3/21 5:56,photo,healthy eating,positive,50,1.0,0.0,0.3612,0.3612,1.0,0.0,0.4,1.0,0.0,1.0,1.0,0.0,4.0
60,230c4e4d-70c3-461d-b42c-ec09396efb3f,hate,7/12/20 19:13,photo,healthy eating,negative,5,0.0,1.0,-0.5719,-0.5719,1.0,0.0,0.4,1.0,0.0,1.0,1.0,0.0,4.0
61,230c4e4d-70c3-461d-b42c-ec09396efb3f,super love,3/8/20 16:41,photo,healthy eating,positive,75,1.0,0.0,0.8442,0.8442,2.0,0.0,0.8,2.0,0.0,2.0,1.5,0.0,4.5
62,230c4e4d-70c3-461d-b42c-ec09396efb3f,adore,10/1/21 15:36,photo,healthy eating,positive,72,1.0,0.0,0.5574,0.5574,1.0,0.0,0.4,1.0,0.0,1.0,1.0,0.0,5.0
63,230c4e4d-70c3-461d-b42c-ec09396efb3f,scared,20/9/20 8:48,photo,healthy eating,negative,15,0.0,1.0,-0.4404,-0.4404,1.0,0.0,0.4,1.0,0.0,1.0,1.0,0.0,6.0
64,230c4e4d-70c3-461d-b42c-ec09396efb3f,cherish,20/7/20 14:06,photo,healthy eating,positive,70,1.0,0.0,0.3818,0.3818,1.0,0.0,0.4,1.0,0.0,1.0,2.0,0.0,7.0
65,230c4e4d-70c3-461d-b42c-ec09396efb3f,adore,24/10/20 12:15,photo,healthy eating,positive,72,1.0,0.0,0.5574,0.5574,1.0,0.0,0.4,1.0,0.0,1.0,1.0,0.0,5.0
66,230c4e4d-70c3-461d-b42c-ec09396efb3f,interested,6/6/21 1:27,photo,healthy eating,positive,30,1.0,0.0,0.4019,0.4019,1.0,100.0,40.400000000000006,1.0,1.0,1.0,4.0,0.0,10.0
67,230c4e4d-70c3-461d-b42c-ec09396efb3f,heart,25/12/20 0:09,photo,healthy eating,positive,60,0.0,0.0,0.0,0.0,1.0,0.0,0.4,1.0,0.0,1.0,1.0,0.0,5.0
68,230c4e4d-70c3-461d-b42c-ec09396efb3f,like,14/6/21 7:56,photo,healthy eating,positive,50,1.0,0.0,0.3612,0.3612,1.0,0.0,0.4,1.0,0.0,1.0,1.0,0.0,4.0
69,230c4e4d-70c3-461d-b42c-ec09396efb3f,like,5/6/21 18:00,photo,healthy eating,positive,50,1.0,0.0,0.3612,0.3612,1.0,0.0,0.4,1.0,0.0,1.0,1.0,0.0,4.0
70,230c4e4d-70c3-461d-b42c-ec09396efb3f,hate,18/11/20 23:37,photo,healthy eating,negative,5,0.0,1.0,-0.5719,-0.5719,1.0,0.0,0.4,1.0,0.0,1.0,1.0,0.0,4.0
71,230c4e4d-70c3-461d-b42c-ec09396efb3f,interested,9/5/21 2:42,photo,healthy eating,positive,30,1.0,0.0,0.4019,0.4019,1.0,100.0,40.400000000000006,1.0,1.0,1.0,4.0,0.0,10.0
72,230c4e4d-70c3-461d-b42c-ec09396efb3f,dislike,11/5/21 8:38,photo,healthy eating,negative,10,0.0,1.0,-0.3818,-0.3818,1.0,0.0,0.4,1.0,0.0,1.0,2.0,0.0,7.0
73,230c4e4d-70c3-461d-b42c-ec09396efb3f,peeking,12/11/20 8:00,photo,healthy eating,neutral,35,0.0,0.0,0.0,0.0,1.0,0.0,0.4,1.0,0.0,1.0,2.0,0.0,7.0
74,230c4e4d-70c3-461d-b42c-ec09396efb3f,heart,21/6/20 16:57,photo,healthy eating,positive,60,0.0,0.0,0.0,0.0,1.0,0.0,0.4,1.0,0.0,1.0,1.0,0.0,5.0
75,230c4e4d-70c3-461d-b42c-ec09396efb3f,super love,4/3/21 23:58,photo,healthy eating,positive,75,1.0,0.0,0.8442,0.8442,2.0,0.0,0.8,2.0,0.0,2.0,1.5,0.0,4.5
76,230c4e4d-70c3-461d-b42c-ec09396efb3f,want,9/7/20 16:47,photo,healthy eating,positive,70,1.0,0.0,0.0772,0.0772,1.0,0.0,0.4,1.0,0.0,1.0,1.0,0.0,4.0
77,230c4e4d-70c3-461d-b42c-ec09396efb3f,hate,1/8/20 19:16,photo,healthy eating,negative,5,0.0,1.0,-0.5719,-0.5719,1.0,0.0,0.4,1.0,0.0,1.0,1.0,0.0,4.0
78,230c4e4d-70c3-461d-b42c-ec09396efb3f,dislike,23/11/20 22:46,photo,healthy eating,negative,10,0.0,1.0,-0.3818,-0.3818,1.0,0.0,0.4,1.0,0.0,1.0,2.0,0.0,7.0
79,230c4e4d-70c3-461d-b42c-ec09396efb3f,scared,11/12/20 14:08,photo,healthy eating,negative,15,0.0,1.0,-0.4404,-0.4404,1.0,0.0,0.4,1.0,0.0,1.0,1.0,0.0,6.0
80,230c4e4d-70c3-461d-b42c-ec09396efb3f,dislike,23/4/21 23:41,photo,healthy eating,negative,10,0.0,1.0,-0.3818,-0.3818,1.0,0.0,0.4,1.0,0.0,1.0,2.0,0.0,7.0
81,230c4e4d-70c3-461d-b42c-ec09396efb3f,want,13/11/20 0:33,photo,healthy eating,positive,70,1.0,0.0,0.0772,0.0772,1.0,0.0,0.4,1.0,0.0,1.0,1.0,0.0,4.0
82,230c4e4d-70c3-461d-b42c-ec09396efb3f,interested,9/6/21 10:13,photo,healthy eating,positive,30,1.0,0.0,0.4019,0.4019,1.0,100.0,40.400000000000006,1.0,1.0,1.0,4.0,0.0,10.0
83,230c4e4d-70c3-461d-b42c-ec09396efb3f,love,29/10/20 19:41,photo,healthy eating,positive,65,1.0,0.0,0.6369,0.6369,1.0,0.0,0.4,1.0,0.0,1.0,1.0,0.0,4.0
84,230c4e4d-70c3-461d-b42c-ec09396efb3f,heart,14/5/21 12:47,photo,healthy eating,positive,60,0.0,0.0,0.0,0.0,1.0,0.0,0.4,1.0,0.0,1.0,1.0,0.0,5.0
85,230c4e4d-70c3-461d-b42c-ec09396efb3f,disgust,4/8/20 5:40,photo,healthy eating,negative,0,0.0,1.0,-0.5994,-0.5994,1.0,0.0,0.4,1.0,0.0,1.0,2.0,0.0,7.0
86,230c4e4d-70c3-461d-b42c-ec09396efb3f,adore,7/8/20 4:09,photo,healthy eating,positive,72,1.0,0.0,0.5574,0.5574,1.0,0.0,0.4,1.0,0.0,1.0,1.0,0.0,5.0
87,230c4e4d-70c3-461d-b42c-ec09396efb3f,adore,23/10/20 21:19,photo,healthy eating,positive,72,1.0,0.0,0.5574,0.5574,1.0,0.0,0.4,1.0,0.0,1.0,1.0,0.0,5.0
88,230c4e4d-70c3-461d-b42c-ec09396efb3f,adore,14/11/20 23:53,photo,healthy eating,positive,72,1.0,0.0,0.5574,0.5574,1.0,0.0,0.4,1.0,0.0,1.0,1.0,0.0,5.0
89,230c4e4d-70c3-461d-b42c-ec09396efb3f,worried,4/8/20 19:26,photo,healthy eating,negative,12,0.0,1.0,-0.296,-0.296,1.0,0.0,0.4,1.0,0.0,1.0,2.0,0.0,7.0
90,230c4e4d-70c3-461d-b42c-ec09396efb3f,interested,12/11/20 4:54,photo,healthy eating,positive,30,1.0,0.0,0.4019,0.4019,1.0,100.0,40.400000000000006,1.0,1.0,1.0,4.0,0.0,10.0
91,356fff80-da4d-4785-9f43-bc1261031dc6,worried,3/4/21 12:17,photo,technology,negative,12,0.0,1.0,-0.296,-0.296,1.0,0.0,0.4,1.0,0.0,1.0,2.0,0.0,7.0
92,356fff80-da4d-4785-9f43-bc1261031dc6,want,27/9/20 22:15,photo,technology,positive,70,1.0,0.0,0.0772,0.0772,1.0,0.0,0.4,1.0,0.0,1.0,1.0,0.0,4.0
93,356fff80-da4d-4785-9f43-bc1261031dc6,heart,27/10/20 5:45,photo,technology,positive,60,0.0,0.0,0.0,0.0,1.0,0.0,0.4,1.0,0.0,1.0,1.0,0.0,5.0
94,356fff80-da4d-4785-9f43-bc1261031dc6,scared,15/10/20 9:11,photo,technology,negative,15,0.0,1.0,-0.4404,-0.4404,1.0,0.0,0.4,1.0,0.0,1.0,1.0,0.0,6.0
95,356fff80-da4d-4785-9f43-bc1261031dc6,heart,7/5/21 9:16,photo,technology,positive,60,0.0,0.0,0.0,0.0,1.0,0.0,0.4,1.0,0.0,1.0,1.0,0.0,5.0
96,356fff80-da4d-4785-9f43-bc1261031dc6,hate,16/9/20 8:39,photo,technology,negative,5,0.0,1.0,-0.5719,-0.5719,1.0,0.0,0.4,1.0,0.0,1.0,1.0,0.0,4.0
97,356fff80-da4d-4785-9f43-bc1261031dc6,indifferent,29/10/20 15:38,photo,technology,neutral,20,0.0,1.0,-0.2023,-0.2023,1.0,100.0,40.400000000000006,1.0,1.0,1.0,4.0,0.0,11.0
98,01ab84dd-6364-4236-abbb-3f237db77180,scared,24/5/21 18:03,video,food,negative,15,0.0,1.0,-0.4404,-0.4404,1.0,0.0,0.4,1.0,0.0,1.0,1.0,0.0,6.0
99,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,interested,25/2/21 20:02,GIF,cooking,positive,30,1.0,0.0,0.4019,0.4019,1.0,100.0,40.400000000000006,1.0,1.0,1.0,4.0,0.0,10.0
100,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,hate,2/5/21 3:45,GIF,cooking,negative,5,0.0,1.0,-0.5719,-0.5719,1.0,0.0,0.4,1.0,0.0,1.0,1.0,0.0,4.0
101,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,want,28/1/21 8:49,GIF,cooking,positive,70,1.0,0.0,0.0772,0.0772,1.0,0.0,0.4,1.0,0.0,1.0,1.0,0.0,4.0
102,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,peeking,15/2/21 13:06,GIF,cooking,neutral,35,0.0,0.0,0.0,0.0,1.0,0.0,0.4,1.0,0.0,1.0,2.0,0.0,7.0
103,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,dislike,4/11/20 21:25,GIF,cooking,negative,10,0.0,1.0,-0.3818,-0.3818,1.0,0.0,0.4,1.0,0.0,1.0,2.0,0.0,7.0
104,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,love,23/6/20 22:12,GIF,cooking,positive,65,1.0,0.0,0.6369,0.6369,1.0,0.0,0.4,1.0,0.0,1.0,1.0,0.0,4.0
105,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,cherish,16/2/21 4:01,GIF,cooking,positive,70,1.0,0.0,0.3818,0.3818,1.0,0.0,0.4,1.0,0.0,1.0,2.0,0.0,7.0
106,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,interested,3/1/21 8:44,GIF,cooking,positive,30,1.0,0.0,0.4019,0.4019,1.0,100.0,40.400000000000006,1.0,1.0,1.0,4.0,0.0,10.0
107,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,adore,25/11/20 12:45,GIF,cooking,positive,72,1.0,0.0,0.5574,0.5574,1.0,0.0,0.4,1.0,0.0,1.0,1.0,0.0,5.0
108,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,like,3/12/20 16:47,GIF,cooking,positive,50,1.0,0.0,0.3612,0.3612,1.0,0.0,0.4,1.0,0.0,1.0,1.0,0.0,4.0
109,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,like,22/5/21 21:03,GIF,cooking,positive,50,1.0,0.0,0.3612,0.3612,1.0,0.0,0.4,1.0,0.0,1.0,1.0,0.0,4.0
110,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,cherish,18/1/21 13:39,GIF,cooking,positive,70,1.0,0.0,0.3818,0.3818,1.0,0.0,0.4,1.0,0.0,1.0,2.0,0.0,7.0
111,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,indifferent,6/1/21 0:35,GIF,cooking,neutral,20,0.0,1.0,-0.2023,-0.2023,1.0,100.0,40.400000000000006,1.0,1.0,1.0,4.0,0.0,11.0
112,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,adore,14/5/21 14:33,GIF,cooking,positive,72,1.0,0.0,0.5574,0.5574,1.0,0.0,0.4,1.0,0.0,1.0,1.0,0.0,5.0
113,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,worried,27/5/21 15:21,GIF,cooking,negative,12,0.0,1.0,-0.296,-0.296,1.0,0.0,0.4,1.0,0.0,1.0,2.0,0.0,7.0
114,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,peeking,21/7/20 2:12,GIF,cooking,neutral,35,0.0,0.0,0.0,0.0,1.0,0.0,0.4,1.0,0.0,1.0,2.0,0.0,7.0
115,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,dislike,26/5/21 6:09,GIF,cooking,negative,10,0.0,1.0,-0.3818,-0.3818,1.0,0.0,0.4,1.0,0.0,1.0,2.0,0.0,7.0
116,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,dislike,25/2/21 3:16,GIF,cooking,negative,10,0.0,1.0,-0.3818,-0.3818,1.0,0.0,0.4,1.0,0.0,1.0,2.0,0.0,7.0
117,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,intrigued,7/12/20 22:50,GIF,cooking,positive,45,0.0,0.0,0.0,0.0,1.0,0.0,0.4,1.0,0.0,1.0,2.0,0.0,9.0
118,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,indifferent,24/10/20 14:06,GIF,cooking,neutral,20,0.0,1.0,-0.2023,-0.2023,1.0,100.0,40.400000000000006,1.0,1.0,1.0,4.0,0.0,11.0
119,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,peeking,1/9/20 21:18,GIF,cooking,neutral,35,0.0,0.0,0.0,0.0,1.0,0.0,0.4,1.0,0.0,1.0,2.0,0.0,7.0
120,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,adore,10/5/21 22:07,GIF,cooking,positive,72,1.0,0.0,0.5574,0.5574,1.0,0.0,0.4,1.0,0.0,1.0,1.0,0.0,5.0
121,3f8590c7-6ab2-4973-805a-90cdec355f05,cherish,12/2/21 16:37,video,dogs,positive,70,1.0,0.0,0.3818,0.3818,1.0,0.0,0.4,1.0,0.0,1.0,2.0,0.0,7.0
122,3f8590c7-6ab2-4973-805a-90cdec355f05,heart,28/4/21 15:22,video,dogs,positive,60,0.0,0.0,0.0,0.0,1.0,0.0,0.4,1.0,0.0,1.0,1.0,0.0,5.0
